gender,age,annual Salary,credit card debt,net worth,car purchase amount
0.0,0.32514570479401905,0.629180348375,0.4886039681909548,0.62206020514135,0.5230320046478873
1.0,0.3997396504999192,0.451080629125,0.3260606262311557,0.2062519108489933,0.2890079132394366
0.0,0.7815691900027749,0.4421029645,0.6619571090452262,0.5535718084946902,0.6454580849295775
0.0,0.8105846594560321,0.48547463600000007,0.6376289311557789,0.6114896846893029,0.7130285377464789
0.0,0.22685083308931375,0.267024380625,0.5354526844221106,0.6046954958886613,0.22891453816901408
1.0,0.2787268810868919,0.8058473735,0.3855499923115578,0.452983178723968,0.5405762287323943
0.0,0.46584216259186484,0.6761314123750001,0.5415925743718593,0.20345550222115666,0.4693178236619718
0.0,0.5062639933041821,0.546093735,0.6694154879396985,0.34021536715471307,0.464946473943662
1.0,0.5541911245960708,0.5778341127500001,0.4227042673869346,0.3377435769267335,0.5122022483098592
0.0,0.5124631138016101,0.546614071,0.6234772542713568,0.2505282269493239,0.4333330709859155
1.0,0.5642227815130434,0.40667759724999997,0.37606803281407036,0.3847982974399361,0.42831636056338035
0.0,0.4570326383828043,0.81844552525,0.6877462020100502,0.246542123012078,0.571386997887324
0.0,0.8335283981319807,0.38858606025,0.610780875879397,0.032651954686156774,0.43537481126760563
0.0,0.6572099462520092,0.4133196468750001,0.8897274407035175,0.41307163402121905,0.49841667774647885
0.0,0.6732334998648698,0.4912177038750001,0.4770066908040201,0.5554440181734766,0.6136671150704225
0.0,0.6982921822177802,0.5336192455000001,0.43377604798994973,0.4666387308381279,0.6200262076056338
0.0,0.7513266593884879,0.6226307831250001,0.23037972025125628,0.71240309899313,0.8050520414084508
0.0,0.6196844163352987,0.5050547992500001,0.20597181547738694,0.50003117809289,0.569013667746479
0.0,0.29619057651254355,0.8021395898749999,0.634152972361809,0.22263071977873322,0.4570664567605634
0.0,0.35474767126383955,0.38214324612500006,0.6652426391959798,0.3301526378609187,0.2680452091549296
1.0,0.7948270452137415,0.7207763862500001,0.6705978045226131,0.31228084847970433,0.7340629502816902
1.0,0.5112294572284737,0.525539577875,0.24525971331658294,0.339210441745994,0.4544440745070422
0.0,0.5046594854616752,0.74727376575,0.555181067839196,0.4108571734957583,0.6194914663380282
0.0,0.2778991775455941,0.44471050850000005,0.4671360990452261,0.46006810204560084,0.3140921615492958
0.0,0.5943534104191307,0.7179433181250001,0.3428217506532663,0.02132634086757034,0.49905235873239445
0.0,0.39208317471484555,0.5459491578750001,0.47899371381909545,0.04769935783937081,0.28171910774647885
0.0,0.4371902447294024,0.555155387625,0.5200813155778894,0.33667609633237816,0.4287246970422535
0.0,0.7465688245568666,0.378018623125,0.7395833648241206,0.5961316363928252,0.601177585774648
0.0,0.7961005754539731,0.5863184555000001,0.501381704522613,0.6412094245429782,0.7801646346478872
1.0,0.48886211657755896,0.31880935825,0.45957119527638196,0.3568407895238393,0.31726830014084506
1.0,0.41125173948522187,0.610744561125,0.6691969984924624,0.4713249903354233,0.5021177567605635
0.0,0.7760166752918093,0.38312056150000007,0.5583778974874373,0.5534792835912283,0.6048123323943662
0.0,0.7992771868119116,0.7695744958749999,0.45085744015075374,0.5312182146094014,0.854499634084507
0.0,0.5307009534145614,0.4172803366250001,0.24901686984924623,0.42238285869408615,0.4302694421126761
0.0,0.839843989697539,0.5702161468750001,0.718205443718593,0.5479873503645392,0.7586539452112677
1.0,0.4646197940525286,0.392743847125,0.5643821341708543,0.625976056317231,0.45669015718309863
0.0,0.37424408508753715,0.6156061912499999,0.31888366738693463,0.2781135536997032,0.406755688028169
0.0,0.4023254910271604,0.62015015375,0.4032964318090452,0.48471571195951124,0.5081465060563382
1.0,0.5674294632940821,0.40852580012500006,0.6238452407035175,0.5365176473387601,0.49157341464788734
0.0,0.4188225011388127,0.653472826125,0.677431028643216,0.1798368070483447,0.4179529630985916
0.0,0.7115352070818771,0.5282868556250001,0.5872301100502513,0.2809734729593717,0.5507621385915493
0.0,0.464810093065927,0.28722928550000004,0.44141259748743716,0.4765963049868701,0.3306823602816902
0.0,0.7588457338143567,0.517886676875,0.5759333492462312,0.40530659307233996,0.6212800073239437
1.0,0.6703714739087129,0.636209106625,0.5876753336683417,0.38149758964098657,0.6348608540845071
1.0,0.5286586203973122,0.44292550575,0.9343289708542712,0.297309487404636,0.3956890187323944
1.0,0.4107795749149512,0.424016668875,0.44955683869346735,0.5014001601857291,0.3954482405633803
1.0,0.5451414701331466,0.400345479625,0.5960228025125628,0.6795285023419281,0.5300773847887323
0.0,0.5537892597796406,0.513291953875,0.6013198849246231,0.4954724454598236,0.5336938897183099
0.0,0.35753624591909905,0.36683006250000005,0.2878301681407035,0.4647587762639264,0.3133801130985916
1.0,0.4424344347677738,0.44393741750000004,0.3974733572361809,0.37685105502066507,0.37724541000000006
1.0,0.742897090873243,0.60624814525,0.7075111778894472,0.4120892677587838,0.6705915188732394
1.0,0.46462359378296114,0.614689925375,0.29847208638190953,0.3063565631966571,0.4705355809859156
0.0,0.7116327741128469,0.6348409705,0.5052935150753769,0.8497228109579195,0.8440154150704224
0.0,0.49914355447865455,0.5407484796250001,0.5726407030150753,0.35229247205668157,0.46217916436619727
0.0,0.3861469302003253,0.58350342625,0.5107110045226131,0.5442351648176924,0.49902300323943666
1.0,0.5357422743623629,0.44572071012500003,0.47866329577889444,0.35956364947126446,0.42634618436619715
1.0,0.7720779782168207,0.74212547475,0.7199077814070352,0.5356488823739751,0.8228501849295775
0.0,0.5458401169953361,0.5288889551250001,0.48904810603015075,0.8255656130186368,0.6699153063380281
0.0,0.5195600189104604,0.5396619661250001,0.3131759748743718,0.4409331206233522,0.5086330347887325
1.0,0.4449949194830223,0.33361769875,0.38842037698492465,0.6047426987162964,0.3992695404225352
1.0,0.5259651344248216,0.668455281125,0.4802415153768844,0.3686803067023127,0.5653874892957746
1.0,0.3955030105801848,0.629767187375,0.332605880201005,0.2853217871871368,0.4310738870422535
0.0,0.4567476832123628,0.45859924362500004,0.5390533366834172,0.7840951086879699,0.5565752584507042
1.0,0.40842466903166763,0.5361483195,0.6242683678391959,0.5712743557246631,0.49287830591549303
0.0,0.6359848322072105,0.35933395825000003,0.19213101396984925,0.1947304482126201,0.36510462619718315
0.0,0.4749416565665018,0.5670507917500001,0.38891529628140703,0.5675811798844931,0.5500373367605633
0.0,0.16158538759090058,0.7855316731250002,0.6533747763819095,0.296145707647461,0.3966416046478874
1.0,0.6091071017874446,0.39690293062500004,0.547019927638191,0.6186778065898122,0.5413377838028168
0.0,0.10449799891549261,0.31365925912500003,0.5668388381909548,0.1346241099571016,0.0
1.0,0.20878764752587564,0.5240362137500001,0.5159046864321608,0.3040438586692538,0.26178476816901414
1.0,0.04035535066094631,0.289147301375,0.5435749216080401,0.3074277645585504,0.015383451971830997
0.0,0.6559873196900966,0.42978435125000003,0.3437214256783919,0.16796400777397752,0.41088501436619723
0.0,0.7036520698617666,0.5553759247500001,0.3429199413567839,0.6552472896878577,0.7118084967605633
0.0,0.4622980829048067,0.321520854375,0.7110816070351759,0.7845170002132413,0.473139246056338
1.0,0.44588370255624965,0.4178432740000001,0.39211575834170853,0.21668393131007524,0.2991635176056338
0.0,0.4119796560734006,0.625649254125,0.23122191834170855,0.602624230495774,0.5640965321126761
0.0,0.46401129854352974,0.6854321396249999,0.465629525678392,0.7039781460260889,0.672738694084507
0.0,0.44673704050936647,0.505405045875,0.5687167120603015,0.39822254012433556,0.4272000178873239
0.0,0.7556813128631533,0.6011313587500001,0.3056266787939698,0.2964427035916899,0.6289512477464789
0.0,0.46384141781080823,0.5040650845000001,0.5039253819095477,0.035244109069399704,0.29231919309859156
1.0,0.4114904265072554,0.639921600375,0.18868005914572866,0.7560281930271522,0.633710467887324
0.0,0.6298345514092297,0.5444106468750001,0.46469866984924624,0.4596950422767441,0.5838749204225353
0.0,0.8316583073894995,0.52049704825,0.8929968668341709,0.6751498890101705,0.7728019790140845
1.0,0.1763237033152193,0.6146494101250001,0.3143132575879397,0.6020052086533052,0.41838955478873235
1.0,0.4983371211565317,0.5480721482500001,0.38501751396984923,0.4908491824556772,0.5212972698591549
1.0,0.5250845344397566,0.36748430487500006,0.3464631817085427,0.15084394572482446,0.28768774661971835
0.0,0.6270979696143762,0.8015119371250001,0.4772117131155779,0.0,0.562758565633803
1.0,0.4578496453853711,0.4899478623750001,0.42886315532663316,0.5608058058027541,0.4884635671830985
0.0,0.8887393857082347,0.520828565,0.5815439105527638,0.2797678475803081,0.6496610192957748
0.0,0.5420240714260428,0.3515421228750001,0.04128311675376885,0.38849609219587117,0.3818703304225352
0.0,0.46198320215896604,0.7208146493750001,0.6637627798994975,0.3309290104173645,0.5459248488732396
1.0,0.549088813284423,0.4900736293750001,0.13011648005025128,0.8521641971556446,0.657758223802817
1.0,0.8413331204957083,0.5831926775,0.3970675528643216,0.7994833622720178,0.8675910940845071
1.0,0.5082741007339981,0.6771674048749999,0.5635978020100503,0.5076738808840543,0.6156208726760564
1.0,0.4408969068827706,0.6243367405000001,0.4477712880904523,0.7721836987095124,0.6475073936619717
1.0,0.5366241584081767,0.428492449625,0.2813660710552764,0.09987571317129636,0.31289636760563383
0.0,0.8024897716411153,0.426535978375,0.7570288974874372,0.2332330939922183,0.5208045777464789
1.0,0.4513095989922341,0.304707777625,0.6917130929648242,0.2377922650524688,0.23904164408450707
0.0,0.23687298896543396,0.672101556625,0.40362179477386934,0.5501171432147747,0.46981252816901414
1.0,0.7626076152198916,0.555332451625,0.47309774010050254,0.11286064039883499,0.5311341576056339
1.0,0.30375367798220765,0.44273445075000006,0.4390781335175879,0.2932166169841374,0.2617774757746479
0.0,0.40155247697470986,0.6188327658750001,0.26881768829145725,0.39234657420779134,0.47019790535211264
0.0,0.49130437086980017,0.45546630050000003,0.5207026512562815,0.22764270907130962,0.35407939859154935
1.0,0.3774119462725113,0.6142760515000001,0.4325382679396985,0.3818860257362945,0.44900269112676056
0.0,0.6135717828266559,0.64616809275,0.719672511557789,0.5036371568148436,0.6562352652112675
1.0,0.4003654234346383,0.540134529375,0.17878709638190957,0.6548043222827423,0.5237864104225354
1.0,0.7006444031734117,0.653775402875,0.5383797261306532,0.21218799087255402,0.5965593042253521
1.0,0.7270934039664197,0.5876899215,0.6482619944723618,0.3366578617939821,0.6195989671830986
1.0,0.6207341703937267,0.37691794312500004,0.3264328487437186,0.24590850911553036,0.3875733797183099
0.0,0.7606512335777139,0.668905158625,0.5504660693467337,0.21451477208092679,0.6423406716901408
0.0,0.7418491524545224,0.48960009387500003,0.5213287371859296,0.6126858906732559,0.6756786063380282
0.0,0.30347890471750893,0.42944699375000006,0.49792803869346736,0.5608033689417585,0.35945318563380285
1.0,0.7485495051069896,0.450825960625,0.25807838693467333,0.48347089929626186,0.6037533407042255
1.0,0.5314325192368146,0.7803205848750001,0.3731282464321608,0.6752157665521566,0.761101467887324
1.0,0.460040034339105,0.434373580625,0.3784767749246231,0.1285805570496611,0.282987761971831
0.0,0.6274151370575597,0.653277530625,0.6042625055276382,0.16452062433031928,0.5343060245070423
0.0,0.24185892483264237,0.50731068225,0.40369142261306534,0.10466588937514822,0.19154167084507046
1.0,0.2579600228035148,0.3401458515000001,0.2108153436683417,0.5261508791825867,0.26233016112676055
0.0,0.6366953061464556,0.36741834799999995,0.5739506984924623,0.46020918744023015,0.4759717352112676
1.0,0.3818951276716547,0.4410748281250001,0.8724660834170854,0.7268251943361219,0.4787365147887324
1.0,0.6638772532531082,0.6922634463750001,0.3932190748241206,0.5320761501552815,0.726298427746479
1.0,0.6903996177928323,0.47514542375,0.48856413025125633,0.539614451007363,0.6072803930985915
1.0,0.6022652619812175,0.34325685112500004,0.3671122749246231,0.41429010000874084,0.4222348532394366
0.0,0.6246028975560886,0.688951326625,0.29495812070351757,0.21059178612498214,0.5735395890140844
1.0,0.4651965618628495,0.27969017800000007,0.2996282090452261,0.4959827394180265,0.3338067423943662
1.0,0.4650234954893919,0.5851708000000001,0.7717934005025125,0.589229312438428,0.5642980760563381
1.0,0.5299820845625213,0.7143284497500001,0.39212738442211054,0.4020895334151053,0.6100561115492957
0.0,0.48464794903222397,0.562017413125,0.3409911546231155,0.2446515332354247,0.42443704549295774
0.0,0.4742190922824433,0.569121291625,0.19260493291457287,0.3353945370520874,0.4588077097183099
1.0,0.4487013980550423,0.440093209875,0.4963032591457286,0.26558047722263556,0.3343352361971831
1.0,0.7092488413958195,0.6946400235,0.6425904015075377,0.3998015163911978,0.7019794315492958
1.0,0.24398327150591248,0.0,0.7116486296482413,0.5671088646039566,0.05486922084507043
0.0,0.841422425962533,0.25484900875000005,0.2844925395979899,0.6117415550372733,0.585069037887324
1.0,0.5367699706174582,0.247681525,0.29439498432160804,0.30704760848259277,0.2806437392957747
1.0,0.6339305603501949,0.62844608825,0.5155364718592964,0.2317566354150885,0.5490721187323944
0.0,0.2672413397801814,0.4364055053750001,0.4072142025125628,0.5243056142592202,0.3280449264788733
0.0,0.6560453263526899,0.2877480937500001,0.4234690593467337,0.4391503315737123,0.4284900547887324
0.0,0.28574319680820315,0.573994966375,0.37660120567839195,0.5307015770357226,0.42863952549295775
1.0,0.5143772844431758,0.39883562775000003,0.6827622788944723,0.059285503607116846,0.26493264985915493
0.0,0.6260200047513839,0.8148311151250001,0.6187453216080402,0.5336238837018773,0.7823262449295776
1.0,0.4290963795231164,0.5728265363750001,0.5836870050251256,0.40001592796084234,0.4602787732394366
0.0,0.7401573514792003,0.60977696475,0.48797752211055273,0.3315146209606211,0.6392574263380282
0.0,0.45446239581455383,0.36828829374999994,0.3205103771859297,0.1787327529652799,0.2577911414084507
1.0,0.6078342681476475,0.6668588431250001,0.4105883094974874,0.601628536849321,0.7048663815492957
0.0,0.7408908822270929,0.5747619521250001,0.34719527829145724,0.149555052921786,0.545295218169014
0.0,0.3504501864331735,0.342490353375,0.7267659266331657,0.5244825472997128,0.31747575605633804
1.0,0.490282795337897,0.44258077687499997,0.473496306281407,0.5095738976681157,0.45713635169014083
0.0,0.615623339898833,0.40329622575,0.4391336436683417,0.19046401782233868,0.3792749864788732
0.0,0.5605366441578813,0.5885076775,0.39097606346733665,0.22250463050715957,0.47698891183098596
1.0,0.48620030121196456,0.34490059362500003,0.6566662125628141,0.4579849064338796,0.37237754211267604
0.0,0.3331592178563543,0.29674972862500004,0.2931245088442211,0.5032574180779488,0.2699276111267606
1.0,0.43115862445930153,0.508219919375,0.16237712296482415,0.37474007421474104,0.41053523422535215
0.0,0.24831648469648349,0.6694859167500001,0.5560063577889447,0.2811993218001574,0.36815842154929573
1.0,0.603831709375484,0.44116884712500004,0.47060754261306537,0.6191426404221457,0.5664791802816902
0.0,0.5398106303036295,0.38368033837500004,0.5418040713567839,0.5760347712402618,0.47531745422535215
1.0,0.40760224678280377,0.21200962425000003,0.08386303708542715,0.6195085725088917,0.30614901126760563
1.0,0.37541077562307423,0.49146171299999997,0.6128814864321608,0.4967771146464036,0.41555485126760555
1.0,0.5558744162732966,0.46710070275000004,0.5063188226130654,0.4508127690206644,0.487910665774648
0.0,0.8292066523200653,0.23473979950000007,0.6361254185929648,0.5694915468213285,0.5483935126760564
1.0,0.4877012116788194,0.5060987645,0.49301696442211057,0.46346544178821014,0.47759537028169013
0.0,0.43995942673868216,0.530331547375,0.3276346571356784,0.6198081974731916,0.5269363071830986
0.0,0.5476265257106426,0.5683518025000001,0.3592231869346733,0.576767465977124,0.5972199304225352
1.0,0.581761667017219,0.6393774867500001,0.489899389798995,0.4655634831286784,0.6181628530985916
0.0,0.529475545090879,0.8819578357500002,0.6920887788944723,0.4646568911149622,0.7407538109859155
1.0,0.482049813396358,0.510889781,0.21597726487437185,0.24181440570858698,0.3893740971830985
1.0,0.507138784654347,0.5367391063750001,0.026736324241206033,0.43997129954018777,0.4990842843661973
1.0,0.4868721528633486,0.496403887625,0.35356721356783916,0.4728633750549631,0.4747199029577465
